Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,371.809098
FDZ08,OUT046,1296.209281
NCJ05,OUT018,2134.504451
FDF59,OUT046,1945.806569
NCO05,OUT035,1532.778823
FDW24,OUT018,627.3009871
NCX42,OUT018,2310.816111
NCA53,OUT035,744.5356567
FDI45,OUT019,378.24373
FDG46,OUT046,1862.72295
FDM20,OUT010,561.055446
FDW11,OUT010,222.3205027
FDX08,OUT035,2999.447528
NCK17,OUT035,649.6826629
FDK32,OUT018,2013.514452
NCA42,OUT035,2618.778219
DRI01,OUT035,2836.104754
NCL55,OUT049,4017.334621
DRE25,OUT018,1239.06504
FDD14,OUT017,2969.917501
FDB10,OUT046,3424.418714
DRN11,OUT035,2342.895564
FDP38,OUT018,644.8310616
NCA30,OUT017,3048.376265
FDT15,OUT017,3075.651388
NCP55,OUT018,723.4494734
FDF12,OUT035,2408.838673
FDM21,OUT018,3453.830243
FDX56,OUT035,3533.031101
FDF10,OUT017,2411.387236
FDT32,OUT045,3100.804689
FDM51,OUT018,1303.562885
NCR50,OUT018,2136.982341
FDI19,OUT049,3889.864711
FDX21,OUT017,1714.369551
FDR31,OUT035,2415.094904
FDY02,OUT013,4023.921646
NCA29,OUT045,2502.403359
NCX17,OUT046,3382.743119
FDM12,OUT045,3112.837485
FDI53,OUT027,4319.651542
NCU30,OUT049,2712.279071
FDC56,OUT027,3146.938166
FDK27,OUT018,1664.520768
NCK18,OUT017,2700.189389
FDB52,OUT019,602.0821573
DRG25,OUT027,4926.729094
FDZ13,OUT049,749.2208605
FDB57,OUT019,495.5823004
FDR40,OUT046,1320.527081
NCO14,OUT019,213.4831238
NCN19,OUT045,2807.297989
FDQ28,OUT019,331.5936723
FDO13,OUT018,2291.676341
FDK48,OUT013,1128.682845
FDU07,OUT018,2108.60051
FDW20,OUT046,1888.679169
FDV12,OUT010,258.6598302
FDH24,OUT013,2558.110718
FDV59,OUT049,3546.652187
FDK57,OUT045,1732.62197
FDL16,OUT027,1129.829648
NCQ17,OUT046,2374.875365
FDJ15,OUT018,2466.536609
FDX24,OUT049,1460.533669
FDT47,OUT046,1562.651032
FDT10,OUT049,872.1937978
FDZ37,OUT018,1115.706404
FDW43,OUT027,5861.715254
DRN36,OUT017,1505.530303
FDJ14,OUT045,1183.324837
FDA32,OUT013,3628.657049
FDJ38,OUT019,404.0249324
FDQ57,OUT017,2376.266799
NCQ41,OUT019,413.7933834
FDG56,OUT049,859.4160001
DRC13,OUT027,3322.435587
FDV55,OUT035,2333.397441
FDQ49,OUT045,2529.045321
FDE29,OUT010,221.5376965
FDR03,OUT013,3235.130025
FDD45,OUT049,1450.276906
FDN38,OUT010,580.21325
FDT56,OUT046,910.2491265
FDT48,OUT045,2943.976548
FDU03,OUT049,2961.953311
FDC56,OUT010,278.9355219
NCO43,OUT027,2538.503307
FDQ27,OUT017,1637.394784
FDR03,OUT046,3484.60721
DRH23,OUT010,217.3924934
FDG22,OUT045,562.8920941
NCJ42,OUT013,1568.973791
FDR24,OUT046,1461.045937
FDW60,OUT035,2989.691771
FDJ08,OUT013,3146.963548
DRL59,OUT018,661.6086769
FDG60,OUT010,526.3292987
FDW27,OUT017,2594.188923
FDX14,OUT018,993.2398004
FDC20,OUT013,811.0179987
NCS29,OUT018,3524.822544
FDJ56,OUT046,1538.3559
FDB20,OUT019,241.0027747
FDL28,OUT027,5847.19108
FDW01,OUT018,2097.091575
FDL03,OUT046,3353.053258
FDX22,OUT049,3452.719394
FDJ21,OUT035,2402.058721
FDR31,OUT045,2352.431852
FDG21,OUT035,2530.740737
FDS22,OUT027,1146.506086
FDK08,OUT035,1590.550453
FDE17,OUT018,2015.859931
NCN30,OUT017,1510.009364
FDT50,OUT046,1579.93698
NCX42,OUT049,2704.090761
FDJ12,OUT035,3567.668994
NCA18,OUT027,3046.104517
FDP23,OUT019,474.0638012
FDX12,OUT013,3766.42594
FDN40,OUT018,2112.540733
FDV48,OUT035,1238.71966
NCY54,OUT013,2813.408091
FDL16,OUT010,212.633166
FDR45,OUT018,3283.800456
FDJ52,OUT046,2457.520268
DRG01,OUT017,1199.8616
FDP52,OUT013,3621.968213
FDU58,OUT017,3106.003078
FDL02,OUT045,1601.290561
FDG28,OUT013,3803.295382
FDA19,OUT035,2038.024619
FDW46,OUT027,1740.189804
NCD43,OUT049,1626.919905
DRG39,OUT013,751.790549
NCF55,OUT049,582.0478645
FDJ07,OUT046,1806.531933
FDE08,OUT046,2294.476916
FDP56,OUT019,217.3038031
FDT45,OUT045,835.7571897
FDF17,OUT018,2722.118941
FDX44,OUT046,1345.952792
FDM28,OUT027,4723.042642
FDI36,OUT049,3263.416552
FDS07,OUT045,1660.274703
FDD36,OUT045,1696.57241
FDW11,OUT046,950.4965666
FDN40,OUT049,2542.717481
NCQ18,OUT049,1534.607593
NCQ54,OUT017,2702.272267
NCS42,OUT045,1321.5722
DRH39,OUT010,233.2470053
FDC09,OUT027,2754.357759
FDT08,OUT010,327.0095418
FDC08,OUT035,3865.837954
FDT20,OUT017,587.3974441
FDS35,OUT035,960.7187631
FDX58,OUT018,2544.513475
FDW58,OUT046,1622.024188
DRD27,OUT046,1520.64726
FDH32,OUT019,261.6705447
FDS26,OUT035,4453.479008
FDQ31,OUT046,1395.980039
FDP11,OUT018,3044.018291
FDD58,OUT017,1571.303609
FDM33,OUT045,3205.617537
FDZ16,OUT049,3225.581672
NCS29,OUT010,637.6647145
NCM18,OUT019,225.741912
FDP11,OUT049,3595.906762
NCC42,OUT017,2285.466483
DRM23,OUT046,2626.916801
NCN55,OUT027,5944.713752
FDK46,OUT013,4263.322075
FDR01,OUT046,3371.57232
NCA05,OUT045,2189.841583
NCP43,OUT017,2885.346249
FDR12,OUT010,368.9437787
FDQ01,OUT013,3964.401086
FDM13,OUT046,2009.448509
FDQ19,OUT017,3894.900789
FDK56,OUT019,397.1188884
NCX06,OUT010,390.3355524
FDO56,OUT027,3179.520907
FDU45,OUT045,1724.984439
FDI16,OUT019,217.4981706
FDL32,OUT046,1864.587906
FDA07,OUT046,2055.10491
FDA14,OUT045,2142.255092
FDV46,OUT027,3672.792559
NCO07,OUT035,3630.901702
NCP41,OUT046,1620.457988
FDY60,OUT018,1878.234224
FDN38,OUT017,3986.296125
FDO15,OUT046,1188.783237
FDT60,OUT013,1896.256366
FDA55,OUT035,3851.513315
FDE02,OUT010,250.8644061
DRJ39,OUT049,3617.115071
FDV34,OUT035,1188.117936
FDS20,OUT027,4831.548195
FDF02,OUT027,2638.656191
FDW40,OUT017,2375.18344
NCB43,OUT046,2824.954908
FDR58,OUT017,1426.105996
DRJ59,OUT035,641.9944343
NCD30,OUT017,1562.887684
FDE14,OUT017,1570.382501
FDC28,OUT018,1439.164576
FDU16,OUT018,1068.848127
NCD19,OUT035,847.3661943
FDU21,OUT046,567.4475345
FDV59,OUT027,5554.356473
FDU03,OUT045,2970.771599
FDC33,OUT010,431.9017301
NCR42,OUT035,580.9880598
DRH59,OUT035,1125.507873
NCM31,OUT035,2294.917255
FDS50,OUT035,3800.1642
FDP39,OUT046,838.4756853
FDQ55,OUT013,1737.675958
FDV36,OUT019,293.4778345
FDI05,OUT027,2014.81378
FDS45,OUT027,2853.211754
FDA39,OUT045,674.6325119
FDC37,OUT010,265.7517041
FDJ60,OUT027,4475.770712
DRQ35,OUT046,1878.958103
NCJ06,OUT046,1836.633921
NCY42,OUT018,1990.090009
DRM37,OUT049,3251.478916
FDR14,OUT045,820.0673881
FDE51,OUT049,647.6372372
FDT33,OUT017,2777.020111
FDR08,OUT013,1723.837546
FDE36,OUT010,354.4769074
FDL22,OUT019,253.9215523
FDR44,OUT013,1986.920214
FDI56,OUT019,253.1717866
FDE47,OUT010,289.1250676
FDV27,OUT010,248.6528055
FDV10,OUT049,617.7420007
FDC40,OUT045,1148.135382
NCX41,OUT013,3515.582866
NCQ38,OUT027,2698.081575
FDV12,OUT027,2665.084933
FDE52,OUT017,1401.982566
FDG20,OUT027,4740.865425
FDV16,OUT027,949.5101162
FDI32,OUT017,1825.193932
FDJ32,OUT049,947.7349083
FDN39,OUT018,2263.390226
FDY34,OUT017,2788.320164
FDC14,OUT035,717.6020043
FDA55,OUT017,3668.208705
FDZ50,OUT010,393.2794779
DRG13,OUT049,2732.029191
FDP01,OUT013,2355.617034
NCG54,OUT017,2800.971996
FDM13,OUT045,1911.552098
NCO18,OUT027,4696.02827
NCW41,OUT013,2525.138753
FDM52,OUT027,3897.087772
NCF55,OUT035,582.1238836
FDT09,OUT046,2199.740973
NCM19,OUT035,1711.047521
FDW12,OUT018,1948.914542
FDP15,OUT019,597.6460422
FDK36,OUT045,779.0284522
FDZ25,OUT035,2910.306127
NCW06,OUT049,3204.480408
FDW60,OUT046,3036.47919
DRC49,OUT013,2315.780973
NCT17,OUT035,3198.040456
NCN06,OUT018,2290.7065
FDC45,OUT013,2792.400507
DRJ47,OUT019,367.3143674
NCF06,OUT045,3713.325749
FDE21,OUT010,276.6198513
DRG27,OUT013,602.292058
FDW40,OUT049,2240.326747
NCO53,OUT046,2798.469005
FDE23,OUT049,653.9124583
FDQ16,OUT046,1663.719204
FDS26,OUT045,3727.463157
FDZ13,OUT010,214.5090377
FDS14,OUT049,2575.15275
FDC10,OUT045,1837.316142
FDY16,OUT049,3037.151551
FDJ20,OUT035,2054.555265
FDV43,OUT035,673.7867152
FDZ32,OUT027,2817.729573
FDR23,OUT046,2658.186526
FDN24,OUT035,804.7497595
FDE34,OUT027,4801.001909
FDU31,OUT013,3427.711534
FDW33,OUT018,1428.809621
FDU26,OUT046,1943.289428
FDE20,OUT027,4561.903975
NCW05,OUT035,1628.326402
FDB22,OUT018,2097.565036
FDO56,OUT046,1921.475197
FDA19,OUT027,3391.944108
DRI39,OUT045,867.1133388
FDH52,OUT018,749.598759
FDZ50,OUT035,3116.266499
NCN42,OUT035,2388.517008
FDB53,OUT013,2377.592966
DRG11,OUT017,1735.99481
DRK11,OUT027,3919.670494
FDQ60,OUT017,2001.9529
FDT36,OUT017,540.4232145
DRG25,OUT018,2588.814445
DRJ23,OUT046,2873.876774
FDG05,OUT035,2657.276067
NCK06,OUT018,1635.915059
FDU52,OUT017,2506.137967
FDW07,OUT018,1120.254513
NCM17,OUT045,740.3448316
FDA22,OUT045,2471.843603
NCA41,OUT018,2711.216251
FDF38,OUT035,722.2930924
FDH52,OUT046,975.1579926
FDY58,OUT019,499.680074
FDZ16,OUT045,3201.983237
NCM18,OUT017,952.7519121
FDA22,OUT018,2319.095261
NCJ43,OUT035,2943.869057
FDI34,OUT027,5881.704808
FDG56,OUT046,957.7488677
FDS34,OUT046,1911.842199
DRC01,OUT035,837.2433921
FDQ04,OUT035,634.2809239
FDK04,OUT035,874.7119317
FDT51,OUT049,1664.675806
FDV26,OUT017,3259.493196
FDS04,OUT049,2232.953869
FDW43,OUT018,2977.841144
FDQ28,OUT010,338.0583256
NCK06,OUT017,1941.344849
FDS23,OUT018,1770.483777
FDZ36,OUT019,398.7390613
FDE56,OUT018,776.4342908
FDW10,OUT027,4603.221151
NCN14,OUT045,2731.030247
NCQ18,OUT045,1417.006453
FDW08,OUT017,1691.146693
FDU43,OUT035,4048.339688
FDR33,OUT010,265.7084299
FDM24,OUT010,332.2147931
NCZ05,OUT046,1575.313646
NCV41,OUT035,1742.924492
FDV11,OUT018,2318.677025
NCY05,OUT035,605.6466576
FDV44,OUT018,2510.972918
FDW32,OUT049,1229.805853
NCU18,OUT027,3758.940379
NCC43,OUT035,4285.320206
FDW19,OUT013,1641.207224
FDN31,OUT035,3236.608558
FDI48,OUT045,730.5258127
FDS24,OUT017,1432.96452
FDF46,OUT049,1838.134205
DRG23,OUT017,2463.047198
FDG14,OUT018,2004.235927
NCY30,OUT049,2974.4591
FDO28,OUT018,1649.976018
DRD24,OUT035,2294.917255
FDI33,OUT049,1398.983592
FDN32,OUT046,2807.630237
FDR16,OUT045,3489.689298
FDF26,OUT046,2601.541911
NCN29,OUT018,619.8094323
FDE20,OUT045,2732.614611
FDA46,OUT046,2901.15518
FDU28,OUT045,3074.950038
FDQ48,OUT045,1496.595023
FDV36,OUT013,2000.74331
FDR14,OUT018,667.9471639
FDP23,OUT017,3445.362983
FDP56,OUT013,741.7275554
FDK48,OUT010,233.471936
FDR48,OUT046,2330.799232
NCY29,OUT049,881.3132288
FDM22,OUT018,663.3945642
DRJ01,OUT013,2641.906534
FDZ43,OUT045,3953.525311
FDV03,OUT035,2524.088487
FDX11,OUT027,4859.909501
NCA41,OUT027,5056.71262
FDE38,OUT017,2710.932393
FDI27,OUT018,567.0417345
FDN32,OUT013,3023.585604
NCN43,OUT017,1944.72091
FDB47,OUT027,5354.417088
FDV03,OUT017,2520.514115
NCN30,OUT045,1415.19115
NCV54,OUT010,280.9910827
FDV07,OUT013,1675.095696
FDP07,OUT049,3280.291964
FDK48,OUT018,940.7163906
FDM15,OUT019,325.1125987
FDY19,OUT027,3054.44831
FDK46,OUT046,3661.717568
FDY11,OUT045,957.0741843
FDH09,OUT046,835.2776244
FDO08,OUT027,4455.999271
FDU14,OUT013,4153.407775
FDD22,OUT027,2925.621137
FDM27,OUT017,2617.727586
FDL02,OUT027,2827.980882
NCA17,OUT035,2390.373158
FDE38,OUT019,355.2146861
NCG07,OUT049,3127.651818
DRC27,OUT013,4104.753908
FDA27,OUT035,4328.845166
FDW40,OUT045,2254.014791
DRI11,OUT013,1771.631331
FDN50,OUT046,1534.241566
FDR12,OUT046,2911.755981
FDT34,OUT027,2691.612249
FDW11,OUT035,922.9168787
NCO30,OUT027,4817.854163
FDZ34,OUT017,3131.706667
FDU45,OUT017,1835.871539
NCD42,OUT035,607.5829059
FDX25,OUT045,2670.20168
NCR29,OUT046,892.9592034
FDX43,OUT019,361.1879132
FDB04,OUT010,245.8403731
FDR49,OUT027,1152.100264
FDS39,OUT018,1945.38584
FDW58,OUT045,1523.631919
FDG22,OUT019,207.6983266
FDG31,OUT017,967.8464888
NCV53,OUT027,5959.41944
DRJ37,OUT035,2445.02259
FDV07,OUT035,1700.522331
FDW52,OUT018,2212.940767
FDT15,OUT045,3017.288049
FDD02,OUT018,1598.882497
FDM16,OUT035,1174.769051
NCE55,OUT046,2669.537175
FDB57,OUT018,2911.264005
FDQ04,OUT013,633.0299468
FDQ47,OUT019,206.019055
FDY14,OUT019,625.4138841
DRK37,OUT017,3046.354887
FDO25,OUT017,3352.779856
FDL57,OUT046,4199.093184
NCK29,OUT018,1669.001119
FDK46,OUT027,6241.757023
NCB43,OUT010,397.6200672
DRE01,OUT027,5979.056698
FDC46,OUT018,2584.61963
FDQ23,OUT045,1501.687293
FDX38,OUT049,718.777196
FDG60,OUT018,3241.700661
FDW55,OUT017,3946.035662
FDP39,OUT013,727.4909484
FDB20,OUT018,1016.420142
FDV21,OUT017,2019.899918
FDZ02,OUT013,1411.318223
FDP19,OUT027,3368.658549
FDA38,OUT035,4140.224483
FDH22,OUT045,1831.644682
DRM11,OUT045,3748.145364
FDO12,OUT027,5080.199339
FDT14,OUT049,1844.977268
FDW34,OUT010,561.4033374
FDG04,OUT027,4928.280978
FDW59,OUT018,1103.197777
FDR33,OUT018,1454.499089
FDP32,OUT013,2014.700992
FDL13,OUT027,5918.256787
FDD22,OUT013,1739.161158
FDV40,OUT027,1794.327911
NCD55,OUT046,692.7973498
FDQ20,OUT010,210.3473326
FDD28,OUT045,890.6443152
FDC39,OUT045,3071.410783
NCR17,OUT049,1876.696393
DRO35,OUT018,1563.4188
FDF40,OUT049,4048.410368
FDR31,OUT018,1916.169973
NCQ41,OUT017,3150.76053
FDP38,OUT046,804.0504709
NCU54,OUT027,5399.612206
FDG22,OUT018,444.5467089
DRK59,OUT013,3908.880765
FDC37,OUT046,1627.086821
NCO42,OUT013,2332.444531
NCT42,OUT017,2437.565795
FDX27,OUT035,1497.021748
FDV40,OUT018,952.6643561
FDT45,OUT027,1351.096731
FDS47,OUT019,251.2184314
FDR45,OUT035,4072.490122
FDB03,OUT045,3887.592563
FDO49,OUT035,863.4829092
FDU60,OUT027,4498.806087
FDB26,OUT018,647.3006529
FDB46,OUT017,3516.026314
FDQ37,OUT019,417.8827758
FDN03,OUT017,3974.235074
NCX30,OUT045,3600.524034
FDK32,OUT019,328.7904014
DRM47,OUT013,3185.031035
NCO02,OUT046,1045.402136
FDP04,OUT013,931.2089826
NCO43,OUT049,1587.013989
FDD59,OUT013,1168.988396
FDQ10,OUT017,2785.572773
FDW45,OUT035,2401.861306
NCK30,OUT049,4033.478862
FDU31,OUT018,2833.295007
NCQ17,OUT019,337.3885549
FDN01,OUT017,2847.245934
FDZ19,OUT049,2897.864789
DRG37,OUT017,2526.562844
FDE32,OUT045,665.9224723
FDO34,OUT049,2775.998205
FDM04,OUT019,214.8126101
FDZ25,OUT049,2777.511063
FDU08,OUT049,1555.898307
NCW30,OUT045,3715.57234
NCM18,OUT013,882.7638262
FDS22,OUT035,729.050031
NCH18,OUT017,3787.716495
FDC23,OUT013,2934.196977
FDY46,OUT013,3079.663661
NCU06,OUT046,3360.239606
FDX57,OUT045,1476.733208
FDX36,OUT027,5777.450952
FDL16,OUT045,760.1328689
FDT16,OUT010,618.237485
FDN16,OUT018,1320.817433
FDC03,OUT046,3330.144652
DRF60,OUT013,3974.841386
FDS27,OUT027,5181.502376
FDP33,OUT010,602.1667482
FDJ36,OUT018,1294.68751
NCR42,OUT013,494.3991633
FDV14,OUT017,1350.043904
NCP42,OUT035,3306.465858
FDB50,OUT027,1977.574414
NCC30,OUT027,4653.077268
FDA23,OUT018,1339.763722
FDW16,OUT017,1454.176253
FDQ52,OUT010,576.5981319
FDB58,OUT049,2274.375106
NCP29,OUT049,994.2338253
NCM05,OUT045,3775.330776
FDO25,OUT013,3517.359498
NCM54,OUT046,1959.060241
NCL54,OUT046,2633.531646
FDL39,OUT010,391.6867184
FDF53,OUT018,2402.366386
NCQ42,OUT035,2022.662371
FDF58,OUT013,905.1630723
FDZ04,OUT035,955.9789223
FDE26,OUT019,319.28615
FDS60,OUT017,2908.729675
FDV58,OUT017,3179.430325
FDM04,OUT045,743.1368838
FDE08,OUT035,2371.976936
NCB43,OUT049,3098.850661
FDU11,OUT010,281.251928
FDF22,OUT019,460.7595731
FDE24,OUT013,2244.754289
DRJ49,OUT046,2006.432085
NCQ53,OUT035,4031.486623
NCL41,OUT013,536.5425185
FDR22,OUT013,1639.518016
FDH04,OUT035,1467.20355
DRH15,OUT045,725.4615359
FDY40,OUT049,708.7095978
NCI17,OUT035,1492.13829
NCC18,OUT013,2848.642252
FDY28,OUT027,5528.08895
FDB45,OUT027,2670.229153
NCL30,OUT018,1722.690659
FDM10,OUT017,3392.106729
FDH22,OUT027,3340.797628
NCZ53,OUT017,3068.416047
NCI18,OUT013,3715.356391
FDH14,OUT027,3828.601351
FDR36,OUT027,1170.332164
FDW01,OUT045,2211.287994
FDK02,OUT027,3113.285286
FDJ02,OUT018,1948.878115
FDU55,OUT013,4294.72211
NCV18,OUT027,2140.263704
FDH14,OUT018,1832.704861
FDZ37,OUT045,1315.853522
FDX49,OUT049,3815.472455
NCD43,OUT046,1601.184161
FDZ07,OUT013,879.1131486
FDK43,OUT035,1991.973645
FDR32,OUT018,2988.125275
FDT39,OUT013,2332.790466
NCV54,OUT017,1924.870945
FDF38,OUT018,523.4528891
FDV60,OUT046,3351.457199
FDH44,OUT027,3909.600596
FDS21,OUT046,960.4527789
NCL41,OUT045,642.8271747
FDM46,OUT017,1479.219235
FDU27,OUT045,720.3580797
NCJ54,OUT017,3650.296373
DRG51,OUT018,2307.874191
NCA29,OUT019,365.4207775
FDR47,OUT045,2861.173516
NCL19,OUT027,3728.658377
DRG01,OUT049,1173.982148
FDG10,OUT046,907.5756822
NCV05,OUT049,2510.109967
NCH18,OUT019,554.978264
FDV14,OUT018,1124.963976
DRJ23,OUT035,3210.691478
DRJ11,OUT046,2829.02283
FDZ03,OUT017,3093.760088
FDI27,OUT010,213.1476741
FDJ14,OUT018,1034.964557
FDU32,OUT017,1930.498026
FDD47,OUT027,4601.67314
DRF36,OUT035,3212.541284
FDM21,OUT046,3650.090402
FDV10,OUT018,538.8176857
FDH60,OUT018,2588.007595
FDX47,OUT010,341.9369431
FDT19,OUT019,369.3384338
FDO11,OUT045,4041.620963
FDH24,OUT027,4158.401923
FDL02,OUT018,1393.395697
FDB02,OUT049,2875.284487
FDA43,OUT046,2942.029803
FDG52,OUT045,758.2979954
DRC12,OUT013,3136.683575
FDY37,OUT018,1880.123831
NCU18,OUT045,2056.018831
FDU09,OUT035,915.9361653
DRJ25,OUT027,1222.801727
DRE12,OUT018,1514.573244
DRL47,OUT017,2009.062201
DRK01,OUT046,1469.718849
FDC22,OUT019,407.2225677
FDG44,OUT013,767.4969617
FDW04,OUT035,2138.263486
FDK09,OUT049,3709.791255
NCN43,OUT035,1912.770815
FDG04,OUT049,3107.037143
FDH32,OUT010,250.8265606
DRI47,OUT017,2358.413853
DRE15,OUT013,1098.368486
FDY11,OUT035,1085.223592
FDO60,OUT049,698.6406587
FDQ20,OUT018,524.5350219
FDO57,OUT027,4249.022952
FDT14,OUT019,278.5732806
FDA57,OUT049,644.0782782
DRN35,OUT017,566.657847
FDJ03,OUT046,787.0377795
FDX28,OUT017,1600.679683
DRE25,OUT045,1318.784955
FDR09,OUT046,3667.352195
FDB23,OUT035,3882.935307
FDO08,OUT045,2646.052632
FDQ23,OUT049,1587.562161
FDW04,OUT013,1965.443427
DRK13,OUT010,427.2009404
NCL17,OUT027,3732.347037
FDY21,OUT035,3292.566617
FDJ38,OUT027,5033.352519
FDA37,OUT019,287.2023858
FDV43,OUT013,653.1514642
FDL36,OUT046,1405.442273
FDD53,OUT045,698.5923865
FDZ19,OUT010,376.4277285
FDV21,OUT045,1818.16371
NCL54,OUT018,2413.88901
DRI47,OUT027,3796.300509
DRG03,OUT049,2565.780137
FDG21,OUT013,2299.678074
FDW03,OUT018,1350.736102
NCI55,OUT046,1856.002101
DRC36,OUT019,371.4440526
FDH22,OUT017,2067.674973
FDV20,OUT045,1995.564144
NCU41,OUT027,5033.029808
FDN46,OUT027,2771.14888
FDK50,OUT045,2368.546182
NCA05,OUT027,3885.281363
DRH01,OUT018,2417.783956
FDT08,OUT018,2063.147884
FDM08,OUT018,2934.688496
FDZ07,OUT035,978.5669387
FDS22,OUT017,708.7700893
FDV35,OUT027,4123.888505
FDI28,OUT010,234.994344
FDW58,OUT027,2771.73567
FDT52,OUT045,3965.173531
FDY34,OUT046,2789.597586
FDR10,OUT046,2451.603447
FDK57,OUT017,1930.542495
FDR02,OUT027,2817.268433
FDX49,OUT046,3886.785541
FDQ20,OUT046,678.0230604
DRK23,OUT045,3638.747659
NCW06,OUT046,2889.100106
FDR31,OUT017,2428.372517
NCE43,OUT013,2757.730033
DRO59,OUT027,1918.816421
FDN09,OUT049,3913.329044
FDR11,OUT046,2736.17858
FDO57,OUT013,2627.633386
NCX18,OUT017,3167.293855
FDB05,OUT018,3378.938524
FDQ08,OUT018,752.5819248
NCG43,OUT035,1425.249661
FDJ56,OUT013,1535.134832
FDA13,OUT010,207.69327
FDO56,OUT017,1896.665853
FDB37,OUT018,3103.843117
FDZ02,OUT018,1239.421939
FDQ24,OUT046,3571.667816
FDM16,OUT013,1061.838351
FDU35,OUT049,1562.220487
FDT35,OUT035,2858.030058
NCX30,OUT049,3948.222085
FDG04,OUT017,3027.277703
FDI12,OUT035,1372.792156
FDE35,OUT035,972.4244365
NCP14,OUT027,2726.09986
NCY53,OUT045,1585.707705
FDP49,OUT017,857.930015
FDQ04,OUT017,658.8028514
FDM39,OUT035,2993.080133
FDO58,OUT019,351.0503836
FDC56,OUT017,1910.017998
NCQ54,OUT046,2550.73703
FDV10,OUT027,1145.756984
NCK17,OUT046,677.1661997
NCF55,OUT027,919.3729937
FDV33,OUT013,4007.207897
NCH29,OUT019,260.2079868
FDA37,OUT027,3365.353391
FDH46,OUT018,1312.887628
FDS25,OUT035,1784.422103
FDH04,OUT027,2365.895513
FDX52,OUT046,3252.468319
NCD42,OUT017,585.0401239
FDW47,OUT017,1954.441691
FDL25,OUT027,2455.057505
NCJ06,OUT010,280.8140231
FDY09,OUT013,2846.107113
FDS40,OUT046,636.7073231
FDH41,OUT017,3424.665496
FDG38,OUT035,1350.768601
FDU03,OUT027,4832.365107
FDV20,OUT046,2136.561007
DRB13,OUT045,3118.530189
NCQ30,OUT013,1858.494172
NCH06,OUT013,4074.270904
FDU50,OUT018,1466.181951
NCO42,OUT019,322.5172922
FDW09,OUT018,1011.094884
FDH04,OUT013,1314.645407
FDC21,OUT045,1638.839453
FDL21,OUT049,602.2251774
FDM46,OUT010,249.672402
FDT22,OUT019,226.0825658
FDB28,OUT035,3364.661616
FDI12,OUT018,1126.214137
FDA28,OUT045,1966.287988
FDF59,OUT013,1997.100745
FDM45,OUT027,3274.829949
FDQ56,OUT017,1298.769015
FDR46,OUT049,2392.41342
FDT01,OUT013,3340.422032
FDD16,OUT027,1870.089332
NCU30,OUT010,345.8772297
FDM40,OUT010,315.1024146
FDI56,OUT035,1409.804351
NCS30,OUT013,1990.969218
FDU08,OUT017,1561.730717
FDX51,OUT027,5173.255991
FDA43,OUT045,2895.133953
FDX59,OUT010,206.7136366
FDC37,OUT018,1410.508391
FDP58,OUT013,3654.532486
NCY42,OUT035,2293.621871
FDF21,OUT018,2524.164987
FDU10,OUT027,1041.963914
DRL47,OUT018,1689.546503
FDA58,OUT018,3257.843785
FDJ22,OUT049,3193.829706
FDK50,OUT046,2449.165343
FDO38,OUT035,1170.930207
DRF60,OUT035,4097.797135
NCZ42,OUT019,530.1374077
FDD35,OUT049,1903.366524
FDL25,OUT045,1383.439302
FDJ16,OUT013,829.4754476
DRK59,OUT049,3798.379588
FDI50,OUT046,3846.852405
NCB19,OUT045,1262.4865
DRI37,OUT035,901.4899564
FDA14,OUT027,3890.791594
FDC08,OUT018,2973.226473
FDS45,OUT046,1710.769466
FDI21,OUT049,908.8438263
DRJ47,OUT035,2904.779667
DRE37,OUT027,4939.995132
FDT55,OUT018,2103.988274
NCG42,OUT027,3373.287874
FDA31,OUT049,2835.166616
NCW42,OUT046,3272.78895
FDF50,OUT017,3146.32581
FDK56,OUT049,3097.211561
FDX10,OUT035,663.0184847
NCK07,OUT027,4303.935414
FDZ49,OUT017,3631.656811
FDR33,OUT013,1652.898255
FDO44,OUT018,1480.793288
FDA20,OUT046,2821.315692
NCL30,OUT045,1847.679973
FDI05,OUT019,231.6600517
FDQ12,OUT018,3151.766947
FDH47,OUT017,1534.415803
FDH34,OUT018,2594.932717
FDF29,OUT046,2199.788425
FDG40,OUT018,445.0014895
NCE18,OUT017,3830.162468
FDP21,OUT010,409.5253804
FDY50,OUT013,1312.013143
FDB36,OUT049,2011.042452
NCZ29,OUT049,2053.742343
FDU20,OUT018,1553.887445
FDO56,OUT013,1754.290946
FDW31,OUT049,3260.523334
DRH59,OUT013,1091.146739
NCB30,OUT017,3178.895867
FDK43,OUT027,3338.958879
FDW43,OUT045,3740.224346
NCL19,OUT017,2281.465216
FDJ27,OUT046,1635.299327
FDC45,OUT046,2586.303676
FDY40,OUT035,849.4303726
NCM41,OUT035,1389.953618
NCK18,OUT019,354.5558926
FDP37,OUT049,2099.820535
FDA27,OUT027,6251.61613
NCX30,OUT035,4222.321841
FDR09,OUT017,3909.004644
FDG08,OUT027,4635.305993
NCU30,OUT013,2677.259256
FDB16,OUT017,1375.56776
FDM16,OUT017,1156.421666
FDC48,OUT013,1197.352979
NCF18,OUT046,2866.616522
FDU46,OUT018,1105.213956
FDH41,OUT018,2980.463811
NCN42,OUT010,318.0997781
FDU49,OUT046,1420.005009
FDB20,OUT027,1956.145734
